Codigo Arenisca Grano_medio Grano_fino Grano_muy_fino Lodolita Lodolita_negra Limolita Tallada Pulida Bloque Canto Largo Ancho Espesor Uso Descarte Manufactura Reciclado Abastecimiento
CO_148_2_29_C_F-8_8 0 0 0 0 1 0 0 1 0 0 0 6 4.03 2.27 0 1 0 0 0
CO_148_2_29_C_F-8_9 0 0 0 0 1 0 0 1 0 0 0 5.54 4.45 1.43 1 0 0 0 0
CO_147_2_29_B_B40 0 0 0 0 1 0 0 1 0 0 0 4.94 10.91 7.29 0 0 1 0 0
CO_147_2_29_B_C38_2 0 0 1 0 0 0 0 1 0 1 0 2.81 6.38 5.67 0 0 1 0 0
CO_147_2_29_B_C38_3 0 0 0 0 0 0 1 1 0 0 0 3.63 8.13 6.27 0 0 1 0 0
CO_147_2_29_B_D20 0 0 0 0 1 0 0 1 0 1 0 3.73 3.24 2.97 0 0 1 0 0
CO_147_2_29_B_F31 0 0 1 0 0 0 0 1 0 0 0 2.27 7.82 6.25 0 0 1 0 0
CO_147_2_29_B_F6_2 0 0 0 0 1 0 0 1 0 0 0 7.05 9.76 9.25 0 0 1 0 0
CO_147_2_29_B_B10_7 1 0 0 0 0 0 0 1 0 0 0 10.83 5.67 3.29 0 0 1 0 0
CO_147_2_29_B_H8 0 0 0 0 0 0 1 1 0 0 0 2.46 4.99 4.45 0 0 1 0 0
CO_147_2_29_B_D8 0 0 0 0 1 0 0 1 0 0 0 4.91 10.01 5.25 0 0 1 0 0
CO_147_2_29_B_D10 0 0 0 0 1 0 0 1 0 0 0 3.47 8.27 5.72 0 0 1 0 0
CO_147_2_29_B_E6_1 0 0 0 0 1 0 0 1 0 0 0 10.5 7.96 4.89 0 0 1 0 0
CO_147_2_29_B_B7_2 0 0 0 0 1 0 0 1 0 0 0 8.54 5.03 2.32 0 0 1 0 0
CO_147_2_29_B_A8 0 0 0 0 1 0 0 1 0 0 0 3.71 9.28 8.79 0 0 1 0 0
CO_147_2_29_B_A10_4 0 0 0 1 0 0 0 1 0 1 0 5.18 4.7 3.72 0 0 1 0 0
CO_147_2_29_B_F32_3 0 0 0 0 1 0 0 1 0 0 0 7.43 9.86 3.92 0 0 1 0 0
CO_147_2_29_B_B18 0 0 0 0 1 0 0 1 0 0 0 4.88 12.37 11.07 0 0 1 0 0
CO_147_2_29_B_E23 0 0 0 0 1 0 0 1 0 0 0 4.4 13.14 8.74 0 0 1 0 0
CO_147_2_29_B_E26_2 0 0 0 0 1 0 0 1 0 0 0 2.47 8.28 7.65 0 0 1 0 0
CO_147_2_29_B_E27_1 0 0 0 0 1 0 0 1 0 0 0 4.35 8.69 6.35 0 0 1 0 0
CO_147_2_29_B_D28_2 0 0 0 0 1 0 0 1 0 0 0 4.6 12.12 7.82 0 0 1 0 0
CO_147_2_29_B_C48_2 0 0 0 0 1 0 0 1 0 0 0 3.97 9.87 9.63 0 0 1 0 0
CO_147_2_29_B_B45_1 0 0 0 0 1 0 0 1 0 0 0 4.15 8.29 4.25 0 0 1 0 0
CO_147_2_29_B_B6_5 0 0 0 1 0 0 0 1 0 0 0 2.58 6.83 6.39 0 0 1 0 0
CO_147_2_29_B_I19 0 1 0 0 0 0 0 1 0 0 0 5.74 5.12 2.68 0 0 1 0 0
CO_147_2_29_B_A6_1 0 0 0 1 0 0 0 1 0 0 0 3.17 6.7 4.91 0 0 1 0 0
CO_147_2_29_B_A6_2 0 0 0 1 0 0 0 1 0 1 0 8.8 7.08 2.81 0 0 1 0 0
CO_147_2_29_B_A10_5 0 0 1 0 0 0 0 1 0 0 0 7.7 6.75 3.53 0 0 1 0 0
CO_147_2_29_B_G27_2 1 0 0 0 0 0 0 1 0 0 0 9.8 14.14 2.04 0 0 1 0 0
CO_147_2_29_B_E39 0 0 0 0 1 0 0 1 0 0 0 7.6 8.41 4.67 0 0 0 0 1
CO_147_2_29_B_A20_5 0 0 0 0 1 0 0 1 0 0 0 3.87 5.44 1.95 0 0 1 0 0
CO_147_2_29_B_C35 1 0 0 0 0 0 0 1 0 0 0 8.82 12.19 3.18 0 0 1 0 0
CO_147_2_29_B_E7_4 0 0 0 0 1 0 0 1 0 0 0 9.59 9.37 3.43 0 0 1 0 0
CO_147_2_29_B_D9_2 0 0 0 0 1 0 0 1 0 0 0 1.9 4.57 5.14 0 0 1 0 0
CO_146_2_29_A_C-2 0 0 0 0 1 0 0 1 0 0 0 4.06 7.52 5.6 0 0 1 0 0
CO_146_2_29_A_A5_1 0 0 0 0 1 0 0 1 0 0 0 4.39 5.8 4.13 0 0 1 0 0
CO_146_2_29_A_A-1_3 0 0 0 0 1 0 0 1 0 0 0 3.95 8.97 6.84 0 0 1 0 0
CO_146_2_29_A_A-2_2 0 0 0 0 1 0 0 1 0 0 0 3.56 6.13 6.9 0 0 1 0 0
CO_146_2_29_A_A-3_8 0 0 0 0 1 0 0 1 0 0 0 3.88 9.33 8.98 0 0 1 0 0
CO_146_2_29_A_A-3_9 0 0 0 0 1 0 0 1 0 0 0 3.2 7.87 8.59 0 0 1 0 0
CO_146_2_29_A_E4_13 0 0 0 0 1 0 0 1 0 0 0 3.69 3.91 2.92 0 0 1 0 0
CO_146_2_29_A_E4_14 0 0 0 0 1 0 0 1 0 0 0 8.08 6.47 3.23 0 0 1 0 0
CO_146_2_29_A_E4_15 0 0 0 0 1 0 0 1 0 0 0 7.01 6.36 5.78 0 0 0 0 1
CO_146_2_29_A_C-1_8 0 0 0 0 1 0 0 1 0 0 0 2.11 5.32 5.6 0 0 1 0 0
CO_146_2_29_A_B1_6 0 0 0 0 1 0 0 1 0 0 0 7.64 5.5 4.61 0 0 1 0 0
CO_146_2_29_A_B1_7 0 0 0 0 1 0 0 1 0 0 0 5.06 3.65 3.1 0 0 1 0 0
CO_146_2_29_A_B1_8 0 0 0 0 1 0 0 1 0 0 0 8.26 7.64 4.81 0 0 1 0 0
CO_146_2_29_A_G3_11 0 0 0 0 1 0 0 1 0 0 0 6.27 3.96 1.97 0 0 1 0 0
CO_146_2_29_A_G3_12 0 0 0 0 1 0 0 1 0 0 0 6.72 5.77 2.5 0 0 1 0 0
CO_146_2_29_A_G-3_9 0 0 0 0 1 0 0 1 0 0 0 3.89 7.17 6.04 0 0 1 0 0
CO_146_2_29_A_G-3_10 0 0 0 0 1 0 0 1 0 0 0 5.92 5.25 3.28 0 0 1 0 0
CO_146_2_29_A_A1_10 0 0 0 0 1 0 0 1 0 0 0 2.68 9.47 5.98 0 0 1 0 0
CO_146_2_29_A_A2_2 1 0 0 0 0 0 0 1 0 1 0 5.09 5.76 4.13 0 0 1 0 0
CO_146_2_29_A_A3 0 0 0 0 1 0 0 1 0 1 0 4.97 8.98 3.1 0 0 1 0 0
CO_146_2_29_A_A-1_5 0 0 0 0 1 0 0 1 0 0 0 2.97 5.07 2.88 0 0 1 0 0
CO_146_2_29_A_A-2_8 0 0 0 0 1 0 0 1 0 0 0 7.77 6.63 3.17 0 0 1 0 0
CO_146_2_29_A_A-2_9 0 0 0 0 1 0 0 1 0 0 0 6.91 5.58 2.8 0 0 0 0 1
CO_146_2_29_A_E-1_3 0 0 0 0 0 0 1 1 0 1 0 3.12 10.47 7.7 0 0 1 0 0
CO_146_2_29_A_D-3_2 0 0 0 0 1 0 0 1 0 0 0 6.04 6.41 2.42 0 0 1 0 0
CO_146_2_29_A_A-3_17 0 0 0 0 1 0 0 1 0 0 0 1.92 5.82 7.07 0 0 1 0 0
CO_146_2_29_A_A-3_18 0 0 0 0 1 0 0 1 0 0 0 3.53 3.44 1.8 0 0 1 0 0
CO_146_2_29_A_A-3_19 0 0 0 0 1 0 0 1 0 0 0 1.97 5.12 4.5 0 0 1 0 0
CO_146_2_29_A_E-2_4 0 0 0 0 1 0 0 1 0 0 0 3.13 10.2 7.64 0 0 1 0 0
CO_146_2_29_A_G-2_5 0 0 0 0 1 0 0 1 0 0 0 3.68 3.42 2.34 0 0 1 0 0
CO_146_2_29_A_G-3_23 0 0 0 0 1 0 0 1 0 0 0 2.85 6.42 3.82 0 0 1 0 0
CO_146_2_29_A_G-3_24 0 0 0 0 1 0 0 1 0 0 0 4.05 5.54 2.33 0 0 1 0 0
CO_146_2_29_A_G-3_25 0 0 0 0 1 0 0 1 0 0 0 3.69 5.08 5.24 0 0 1 0 0
CO_146_2_29_A_G-3_26 0 0 0 0 1 0 0 1 0 0 0 3.69 3.14 6.12 0 0 1 0 0
CO_146_2_29_A_G-3_27 0 0 0 0 1 0 0 1 0 0 0 5.04 7.96 9.16 0 0 1 0 0
CO_146_2_29_A_G-3_28 0 0 0 0 1 0 0 1 0 0 0 10.14 5.13 3.23 0 0 1 0 0
CO_146_2_29_A_F-1_5 0 0 0 0 1 0 0 1 0 0 0 2.03 5.5 4.63 0 0 1 0 0
CO_146_2_29_A_E4_37 0 0 0 0 1 0 0 1 0 0 0 2.85 10.01 11.9 0 0 1 0 0
CO_146_2_29_A_E4_38 0 0 0 0 1 0 0 1 0 0 0 4.96 5.59 4.36 0 0 1 0 0
CO_146_2_29_A_H-2_9 0 0 0 0 1 0 0 1 0 0 0 3.25 5.65 4.73 0 0 1 0 0
CO_146_2_29_A_H-2_10 0 0 0 0 1 0 0 1 0 0 0 6.7 9.83 6.58 0 0 0 0 1
CO_146_2_29_A_A1_11 0 0 0 0 1 0 0 1 0 0 0 6.65 8.2 2.82 0 0 1 0 0
CO_146_2_29_A_F4_8 0 0 0 0 1 0 0 1 0 0 0 15.43 4.19 3.52 0 0 1 0 0
CO_146_2_29_A_C5_4 0 0 0 0 1 0 0 1 0 0 0 15.77 7.11 3.43 0 0 1 0 0
CO_145_2_29_A_B4 0 0 0 0 1 0 0 1 0 0 0 8 7.52 3.67 0 0 1 0 0
CO_145_2_29_A_G3_16 0 0 0 0 1 0 0 1 0 0 0 3.97 7.37 1.76 0 0 1 0 0
CO_145_2_29_A_H-1_1 0 0 0 1 0 0 0 1 0 0 0 3.87 7.76 10.39 0 0 1 0 0
CO_145_2_29_A_G3_17 0 0 0 0 1 0 0 1 0 0 0 2.79 9.52 10.81 0 0 1 0 0
CO_145_2_29_A_F-3 0 0 0 0 1 0 0 1 0 0 0 3.47 7.24 9.63 0 0 1 0 0
CO_145_2_29_A_G-3_12 0 0 0 0 1 0 0 1 0 0 0 5.31 9.45 9.2 0 0 1 0 0
CO_145_2_29_A_D-2_3 0 0 0 0 1 0 0 1 0 1 0 7.29 8.37 2.85 0 0 1 0 0
CO_145_2_29_A_A-2_23 0 0 0 0 1 0 0 1 0 0 0 9.78 8.19 3.25 0 0 1 0 0
CO_145_2_29_A_A-2_24 0 0 0 0 1 0 0 1 0 0 0 1.92 3.91 4.48 0 0 1 0 0
CO_145_2_29_A_A-2_25 0 0 0 0 1 0 0 1 0 0 0 5.36 9.69 6.65 0 0 1 0 0
CO_145_2_29_A_A-2_26 0 0 0 0 1 0 0 1 0 0 0 1.76 6.52 3.49 0 0 1 0 0
CO_148_2_29_C_H-30 0 0 0 0 1 0 0 1 0 0 0 4.57 7.35 4.02 0 0 1 0 0
CO_148_2_29_C_D-32 1 0 0 0 0 0 0 1 0 0 0 3.1 6.2 4.53 0 0 1 0 0
CO_148_2_29_C_H-21_4 0 0 0 1 0 0 0 1 0 0 0 7.8 7.94 2.76 0 0 1 0 0
CO_148_2_29_C_H-33_1 0 0 0 1 0 0 0 1 0 0 0 10.14 13.39 1.72 0 0 1 0 0
CO_148_2_29_C_H-36_4 0 0 1 0 0 0 0 1 0 0 0 7.53 13.57 2.34 0 0 1 0 0
CO_148_2_29_C_E-18 0 0 0 0 1 0 0 1 0 0 0 3.52 8.46 4.12 0 0 1 0 0
CO_148_2_29_C_F-16_3 0 0 0 0 1 0 0 1 0 0 0 9.44 6.64 5.27 0 0 1 0 0
CO_148_2_29_C_H-33_2 0 0 0 1 0 0 0 1 0 0 0 3.62 8.8 5.27 0 0 1 0 0
CO_148_2_29_C_H-23_1 0 0 0 0 1 0 0 1 0 0 0 2.93 7.04 5.67 0 0 1 0 0
CO_148_2_29_C_H-20_2 0 0 0 0 1 0 0 1 0 0 0 6.8 9.4 3.64 0 0 1 0 0
CO_148_2_29_C_E-34 0 0 1 0 0 0 0 1 0 0 0 6.78 11.49 3.76 0 0 1 0 0
CO_148_2_29_C_H-38_2 0 0 0 0 1 0 0 1 0 0 0 2.26 8.4 7.79 0 0 1 0 0
CO_148_2_29_C_H-38_3 0 0 0 0 1 0 0 1 0 0 0 9.81 10.58 5.2 0 0 1 0 0
CO_148_2_29_C_H-38_4 0 0 0 0 1 0 0 1 0 0 0 6.64 10.42 6.33 0 0 1 0 0
CO_148_2_29_C_G-35 0 0 0 0 1 0 0 1 0 0 0 4.24 8.34 9.6 0 0 1 0 0
CO_148_2_29_C_E-27 0 0 0 0 1 0 0 1 0 0 0 9.28 7.32 4.2 0 0 1 0 0
CO_147_2_29_B_H39 0 0 1 0 0 0 0 0 1 0 0 6.13 7.51 3.22 0 1 0 0 0
CO_147_2_29_B_C38_1 0 0 1 0 0 0 0 0 1 0 0 7.9 7.21 2.46 0 1 0 0 0
CO_147_2_29_B_E43 0 0 0 0 1 0 0 0 1 0 0 3.59 7.13 1.51 0 1 0 0 0
CO_147_2_29_B_C36 0 0 0 0 1 0 0 0 1 0 0 6.16 4.58 1.6 0 1 0 0 0
CO_147_2_29_B_F44 0 0 1 0 0 0 0 0 1 0 0 8.38 5.32 1.79 0 1 0 0 0
CO_147_2_29_B_C18 0 0 1 0 0 0 0 0 1 0 0 3.06 1.55 0.79 1 0 0 0 0
CO_147_2_29_B_I20_4 0 0 0 0 1 0 0 0 1 0 0 6.17 8.47 1.67 0 1 0 0 0
CO_147_2_29_B_D44 0 0 0 0 1 0 0 0 1 0 0 8.05 2.4 2.07 0 1 0 0 0
CO_147_2_29_B_H32_2 0 0 0 0 1 0 0 0 1 0 0 14 3.09 2.39 1 0 0 0 0
CO_147_2_29_B_H9 0 0 0 0 1 0 0 0 1 0 0 6.01 3.72 2.21 1 0 0 0 0
CO_147_2_29_B_G35 0 0 0 1 0 0 0 0 1 0 0 4.57 3.31 1.28 0 1 0 0 0
CO_147_2_29_B_D30_2 0 0 0 0 1 0 0 0 1 0 0 7.7 6.91 3.37 0 1 0 0 0
CO_147_2_29_B_E37_2 0 0 0 0 1 0 0 0 1 0 0 9 2.7 1.93 0 0 0 1 0
CO_147_2_29_B_A10_3 0 0 0 1 0 0 0 0 1 0 0 4.84 3.89 2.45 1 0 0 0 0
CO_147_2_29_B_C10 0 0 0 0 1 0 0 0 1 0 0 17.95 8.2 4.39 1 0 0 0 0
CO_147_2_29_B_D6_4 0 0 0 0 1 0 0 0 1 0 0 7.35 7.8 1.61 0 1 0 0 0
CO_146_2_29_A_B1_5 0 0 0 0 1 0 0 0 1 0 0 9.02 3.06 1.23 1 0 0 0 0
CO_146_2_29_A_G3_10 0 0 0 0 1 0 0 0 1 0 0 6.72 2.94 1.27 1 0 0 0 0
CO_146_2_29_A_G-3_8 0 0 0 0 1 0 0 0 1 0 0 11 5.57 2.44 1 0 0 0 0
CO_146_2_29_A_E-1_4 0 0 0 1 0 0 0 0 1 0 0 8.12 7.85 5.23 1 0 0 0 0
CO_146_2_29_A_D-2_2 0 0 0 0 1 0 0 0 1 0 0 5.03 5.05 1.29 1 0 0 0 0
CO_146_2_29_A_G-2_1 0 0 0 0 1 0 0 0 1 0 0 6.31 6.66 1.92 0 1 0 0 0
CO_146_2_29_A_G-3_13 0 0 0 0 1 0 0 0 1 0 0 1.47 4.25 5.72 1 0 0 0 0
CO_146_2_29_A_H-2_11 0 0 0 0 1 0 0 0 1 0 0 4.54 3.36 1.47 1 0 0 0 0
CO_145_2_29_A_E1 0 0 0 0 1 0 0 0 1 0 0 15.18 7.01 3.36 1 0 0 0 0
CO_145_2_29_A_H3 0 0 0 0 1 0 0 0 1 0 0 6.76 7.5 3.5 0 0 0 1 0
CO_145_2_29_A_B5_6 0 0 0 1 0 0 0 0 1 0 0 9.94 6.55 1.66 0 1 0 0 0
CO_145_2_29_A_H2_3 0 0 0 0 1 0 0 0 1 0 0 8.93 3.45 2.45 1 0 0 0 0
CO_145_2_29_A_H-1_2 0 0 0 1 0 0 0 0 1 0 0 3.2 3.9 2.03 1 0 0 0 0
CO_145_2_29_A_B1_12 0 0 0 1 0 0 0 0 1 0 0 31.22 15.05 8.23 1 0 0 0 0
CO_145_2_29_A_B2_3 0 0 0 0 1 0 0 0 1 0 0 13.46 20.8 5.91 0 1 0 0 0
CO_148_2_29_C_H-21_1 0 0 0 0 1 0 0 0 1 0 0 7.38 5.7 4.33 0 0 0 1 0
CO_148_2_29_C_G-28 0 0 0 1 0 0 0 0 1 0 0 8.22 6.59 1.66 0 1 0 0 0
CO_148_2_29_C_H-36_5 0 0 1 0 0 0 0 0 1 0 0 9.66 9.2 3.26 1 0 0 0 0
CO_148_2_29_C_G-5 0 0 0 0 1 0 0 0 1 0 0 10.2 5.78 1.72 0 1 0 0 0
CO_148_2_29_C_H-20_1 0 0 0 0 1 0 0 0 1 0 0 13.4 6.08 3.2 0 1 0 0 0
CO_148_2_29_C_B-28 0 0 0 0 1 0 0 0 1 0 0 4.56 2.02 1.65 1 0 0 0 0
CO_148_2_29_C_C-36 0 0 1 0 0 0 0 0 1 0 0 5.46 6.52 2.66 0 1 0 0 0
CO_148_2_29_C_D-33_1 0 0 1 0 0 0 0 0 1 0 0 13.2 8.48 1.82 0 1 0 0 0
CO_148_2_29_C_D-33_2 1 0 0 0 0 0 0 0 1 0 0 9.46 6.8 6.46 1 0 0 0 0
CO_148_2_29_C_G-16_12 0 0 0 0 1 0 0 0 1 0 0 12.8 9.02 3.42 1 0 0 0 0
CO_148_2_29_C_E-35 0 0 1 0 0 0 0 0 1 0 0 15.74 5.78 2.8 1 0 0 0 0
CO_148_2_29_C_D-29 0 0 0 0 1 0 0 0 1 0 0 11.3 3.05 2.84 1 0 0 0 0
CO_148_2_29_C_G-33 0 0 0 0 1 0 0 0 1 0 0 5.22 2.43 2.5 1 0 0 0 0
CO_148_2_29_C_E-8_2 0 0 0 0 1 0 0 0 1 0 0 5.73 5.25 1.89 1 0 0 0 0
CO_148_2_29_C_B-27 0 0 1 0 0 0 0 0 1 0 0 12.2 5 4.63 1 0 0 0 0
